title,domain,score,country_code,reg_dtime
Plesk Obsidian 18.0.74,aHR0cDovL2RzZmVrcS5jb20=,Critical,CA,2026-02-10 02:21:34 (UTC)
shopee,aHR0cDovL3Nob3BlZWlkMTk1LmJsb2dzcG90LmNvbQ==,Low,US,2026-02-10 02:23:09 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2hvdC10cmVuZGluZ3ZpZG9lcy5wYWdlcy5kZXY=,Low,,2026-02-10 02:23:41 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2xkci04ZmRzLmdsZW1hMTIud29ya2Vycy5kZXY=,Low,,2026-02-10 02:24:12 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovLzgxN2M0ZThkLnRyc2dkaC1qZmhoZC5wYWdlcy5kZXY=,Low,,2026-02-10 02:25:34 (UTC)
Site Not Found | Framer,aHR0cDovL2N5YW4tbHV4dXJ5LTk1NDA2NC5mcmFtZXIuYXBw,Low,US,2026-02-10 02:26:05 (UTC)
Amazon,aHR0cDovL2FtYXpvbi1jbG9uZS1iZWlnZS10aHJlZS52ZXJjZWwuYXBw,Low,US,2026-02-10 02:26:38 (UTC)
,aHR0cDovL21pY3Jvc29mdGxvZ2luLXU3ZzV3bnZnLmI0YS5ydW4=,Low,US,2026-02-10 02:27:18 (UTC)
"One moment, please...",aHR0cDovL3doYXRzYXBwLnByb3N1bGVxdWlwYW1lbnRvcy5jb20uYnI=,Critical,BR,2026-02-10 02:33:15 (UTC)
Site Not Found | Framer,aHR0cDovL2Zhc3QtcGVyc3BlY3RpdmUtMTExMjczLmZyYW1lci5hcHA=,Low,US,2026-02-10 02:28:40 (UTC)
Trezor Bridge — Conexión Segura & Bridge,aHR0cDovL3RyenotYnJpZGdlLmJsb2dzcG90LmNvbQ==,Low,US,2026-02-10 02:29:15 (UTC)
Trezor @Login – The Official Wallet | Trezor®,aHR0cDovL2xvZ24tdHJlenItZW4uYmxvZ3Nwb3QuY29t,Low,US,2026-02-10 02:29:47 (UTC)
