title,domain,score,country_code,reg_dtime
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm9sb2thaW5pZS5wbHNkMmJnZmxzdHhsYXM0MWdrLmljdQ==,Critical,,2025-12-08 02:21:41 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm9sb2thbG5lLnBsc2QyYmdmbHN0eGxhczQxZ2suaWN1,Critical,,2025-12-08 02:23:25 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2lkMzQuYnVzaW5lc3MtcGFydG5lci1pbnZpdGUuY29t,Critical,,2025-12-08 02:28:22 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbC1vZmVydGE2NDEyNTk0LmljdQ==,Critical,,2025-12-08 02:30:07 (UTC)
My Framer Site,aHR0cDovL2FwcGFyZW50LXBsYXRmb3JtLTY4OTQxMC5mcmFtZXIuYXBw,Low,US,2025-12-08 02:34:15 (UTC)
,aHR0cDovL21lc3RyYXNlcnZpY2UuY29tLmJy,Low,US,2025-12-08 02:35:12 (UTC)
,aHR0cDovL29seC5jb25maXJtaWQ5MzY1Ny5oZWxw,Low,,2025-12-08 02:38:35 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm8uNjcwMTMuY2xpY2s=,Critical,,2025-12-08 02:39:33 (UTC)
Site not found · GitHub Pages,aHR0cDovL2FhZGl0eWF5YWRhdjMzMy5naXRodWIuaW8=,Low,US,2025-12-08 02:41:29 (UTC)
,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbC1vZmVydGE0MzkwMS5jZmQ=,Critical,,2025-12-08 02:44:45 (UTC)
Site not found · GitHub Pages,aHR0cDovL3NoYWhoYXJzaGl0MjI2LWdsaXRjaC5naXRodWIuaW8=,Low,US,2025-12-08 02:52:31 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2lvLWxlZGdyc3RydHQtZW4ucGFnZXMuZGV2,Low,,2025-12-08 02:53:37 (UTC)
MetaMask Login™ | Secure Access to Your Web3 Wallet*,aHR0cDovL21ldGFtYXNrLWxvZ2luLWVuLmZyYW1lci53ZWJzaXRl,Low,US,2025-12-08 02:57:03 (UTC)
Site Not Found | Framer,aHR0cDovL2NvaW5iYXNlLXdlYi5mcmFtZXIubWVkaWE=,Critical,US,2025-12-08 03:00:22 (UTC)
Connexion à Roblox,aHR0cDovL3d3dy1yb2Jsb3gtY29tLWZyci11c2Vycy02MDQ4NzE3MTc4LnZlcmNlbC5hcHA=,Critical,US,2025-12-08 03:05:31 (UTC)
My Framer Site,aHR0cDovL3Jlc291cmNlZnVsLXRheG9ub215LTM4OTI5MS5mcmFtZXIuYXBw,Low,US,2025-12-08 03:08:58 (UTC)
cllseidns.us.cc,aHR0cDovL2NsbHNlaWRucy51cy5jYw==,Low,SG,2025-12-08 03:12:23 (UTC)
Site not found · GitHub Pages,aHR0cDovL2ZhdGVlbWFoaGFiaWIyMTMtY29kZS5naXRodWIuaW8=,Low,US,2025-12-08 03:18:32 (UTC)
,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbC1vZmVydGE2MzIzMDE2OS5zYnM=,Critical,,2025-12-08 03:19:37 (UTC)
,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbHNkMmJnZmxodHN3bXFzMDF4ay5pY3U=,Critical,,2025-12-08 03:21:24 (UTC)
Netflix Clone,aHR0cDovL25ldGZsaXgtc2lkZS1wcm9qZWN0LnZlcmNlbC5hcHA=,Critical,US,2025-12-08 03:27:52 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2VuLWlvLXRyZXpyLnBhZ2VzLmRldg==,Low,,2025-12-08 03:31:30 (UTC)
Site not found · GitHub Pages,aHR0cDovL2FtaXRtdWtoZXJqZWUwNC5naXRodWIuaW8=,Low,US,2025-12-08 03:36:57 (UTC)
Site not found · GitHub Pages,aHR0cDovL3dlYmRldmJ5am9qby5naXRodWIuaW8=,Low,US,2025-12-08 03:38:54 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL3MyMDI1a3lzLmluZm8=,Critical,,2025-12-08 03:40:08 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbC03ODE1NC5pY3U=,Critical,,2025-12-08 03:43:33 (UTC)
Roblox Free Robux,aHR0cDovL21tZXgtcm9idXV4MjAyNS5uZXRsaWZ5LmFwcA==,Low,SG,2025-12-08 03:45:41 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm8ucGwta2F0ZWdvcmllODQ5MTI4NDcyNjMuY2Zk,Critical,,2025-12-08 03:58:58 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL21haWwubGF5YW5hbmt1LmN2dmlwLndlYi5pZA==,Low,,2025-12-08 04:03:15 (UTC)
,aHR0cDovL3FrcnNrZm8ucWFhLmty,Critical,KR,2025-12-08 04:04:17 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbHNkMmJnZmxzdHhsYXM0MWdrLmljdQ==,Critical,,2025-12-08 04:06:07 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL3dldHJhbnNmM3ItNTQ3NDM0MzY3ODc3Nzk3LnBhZ2VzLmRldg==,Low,,2025-12-08 04:10:02 (UTC)
State Bank of India | PAN Update,aHR0cDovL210Z3kudmVyY2VsLmFwcA==,Low,US,2025-12-08 04:13:40 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm9sb2thbG5pZS45ODM2NC5tZQ==,Low,,2025-12-08 04:14:44 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbDc1ODkyLmNmZA==,Critical,,2025-12-08 04:16:26 (UTC)
Site not found · GitHub Pages,aHR0cDovL3lvamhhbmh1YW5jYS5naXRodWIuaW8=,Low,US,2025-12-08 04:18:05 (UTC)
Contact Support,aHR0cDovL3d3dy5wb3Aub3dsLnRlbXBvcmFyeS5zaXRl,Low,US,2025-12-08 04:19:09 (UTC)
,aHR0cDovL2FsbGVncm9sb2thbG5pZS42NzAxMy5jbGljaw==,Low,,2025-12-08 04:21:11 (UTC)
Site not found · GitHub Pages,aHR0cDovL3N1aGFuc3RoYTA5LmdpdGh1Yi5pbw==,Low,US,2025-12-08 04:22:53 (UTC)
Le Monde.fr - Actualités et Infos en France et dans le monde,aHR0cDovL2dyYXNzZWxpLmZyLWNsaWVudC1wYWNrZXRzLmNvbQ==,Safe,,2025-12-08 04:23:56 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm9sb2thaW5pZS5wbHNkMmJnZmxzdHhsdGM0MWdrLmljdQ==,Critical,,2025-12-08 04:27:56 (UTC)
