title,domain,score,country_code,reg_dtime
Suspected phishing site | Cloudflare,aHR0cDovL2xpcmEtc3VuZWstbWF2by5wYWdlcy5kZXY=,Low,,2025-11-27 02:21:15 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2lyeW4tZ3JpZC05eDIucGFnZXMuZGV2,Low,,2025-11-27 02:22:55 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL21ldGEtZG9tZS0zMHkucGFnZXMuZGV2,Low,,2025-11-27 02:24:29 (UTC)
Site not found · GitHub Pages,aHR0cDovL3NodWJoYW1zdWRyaWsxMDQuZ2l0aHViLmlv,Low,US,2025-11-27 02:27:26 (UTC)
플레이스,aHR0cDovL2RoZmtkenAudXp1Lmty,Critical,KR,2025-11-27 02:29:21 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbC1vZmVydGE5MTA1NTIucmVzdA==,Critical,,2025-11-27 02:30:19 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL3Bsb24tbWV0YWJldGEta29yZi5wYWdlcy5kZXY=,Low,,2025-11-27 02:31:56 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FjYy1oZWFsdGgtYWRzaW5nLXh2NmNrLW1hbHEtNXU2anoucGFnZXMuZGV2,Low,,2025-11-27 02:33:39 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL21ldGEtaW1hZ2luZXgucGFnZXMuZGV2,Low,,2025-11-27 02:35:21 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL3NvbGVuZXgtd29ya3MucGFnZXMuZGV2,Low,,2025-11-27 02:36:53 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL21ldGEtaW1hZ2UucGFnZXMuZGV2,Critical,,2025-11-27 02:38:24 (UTC)
,aHR0cDovL2FsbGVncm8ucGwtb2ZlcnRhMTk0MjcyLmNmZA==,Critical,,2025-11-27 02:39:57 (UTC)
"MediCare Pharmacy - Your Health, Our Priority",aHR0cDovL2ZlZWQub2p0b2l5LnJ1,Low,,2025-11-27 02:41:39 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL21ldGEtZGVwbG95bWVudC5wYWdlcy5kZXY=,Low,,2025-11-27 02:43:10 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2RhdGEtY2VudGVyLXJlc3RyaWN0aW9uLWRpc2FibGVtZW50LnBhZ2VzLmRldg==,Low,,2025-11-27 02:44:41 (UTC)
Not Found,aHR0cDovLzY4MzY5MzE3LnNhcmwtZ2lyYXJkLmZy,Low,DE,2025-11-27 02:46:57 (UTC)
,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbC1vZmVydGExNjgxOC14Ym94LXNlcmlhLXgtMi1wYWR5LnNicw==,Low,,2025-11-27 02:48:27 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL21ldGEtaW5mb3JtLnBhZ2VzLmRldg==,Low,,2025-11-27 02:50:07 (UTC)
"One moment, please...",aHR0cDovL2JhbmdlbmFiYXlvLnNob3A=,Critical,US,2025-11-27 02:52:16 (UTC)
Site not found · GitHub Pages,aHR0cDovL2dvb2dsZS1uaXouZ2l0aHViLmlv,Critical,US,2025-11-27 02:52:58 (UTC)
Site not found · GitHub Pages,aHR0cDovL2dvb2dsZS1nd24uZ2l0aHViLmlv,Critical,US,2025-11-27 02:53:40 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL21hdi1tZXRhYmV0YS1xdWF4LnBhZ2VzLmRldg==,Low,,2025-11-27 02:54:22 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL21ldGEtbWFuYWdlLnBhZ2VzLmRldg==,Low,,2025-11-27 02:56:12 (UTC)
