title,domain,score,country_code,reg_dtime
Suspected phishing site | Cloudflare,aHR0cDovL2luZGlnby1tZXNoLnBhZ2VzLmRldg==,Low,,2025-10-28 02:34:50 (UTC)
Site not found · GitHub Pages,aHR0cDovL3Jha2libGltYTAxOC1sYWIuZ2l0aHViLmlv,Low,US,2025-10-28 02:35:43 (UTC)
,aHR0cDovLzczYTIzNzAwMTZiNy5jb250YWN0LnRyYWNraW5nLnBheXBhbC5hbnRpbW9uZXktbGF1bmRlcmluZy5vcmc=,Low,VG,2025-10-28 02:39:29 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2NhbnRvLXdvcmtzLnBhZ2VzLmRldg==,Low,,2025-10-28 02:43:26 (UTC)
regular-flix.com,aHR0cDovL3JlZ3VsYXItZmxpeC5jb20=,Critical,US,2025-10-28 02:44:31 (UTC)
Site not available,aHR0cDovL2RlcGFydGVtZW50YWxlLWFzc2l0YW5jZS1zZXJ2aWNlLm5ldGxpZnkuYXBw,Low,SG,2025-10-28 02:45:32 (UTC)
Deployment Unavailable,aHR0cDovL2xpdmUtb3BlbnNlYW1pbnRzNjkudmVyY2VsLmFwcA==,Low,US,2025-10-28 02:51:04 (UTC)
Deployment Unavailable,aHR0cDovL3d3dy5saXZlLW9wZW5zZWFtaW50czM3LnZlcmNlbC5hcHA=,Low,US,2025-10-28 03:00:43 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL2FkdmVydGlzZXJzLWNsaWVudC1zdXBwb3J0LWRpc2FibGVtZW50LWV2YWx1YXRpb24ucGFnZXMuZGV2,Low,,2025-10-28 03:04:42 (UTC)
Deployment Unavailable,aHR0cDovL3d3dy50b2tlbm1pbnRhcGFjZTgzLnZlcmNlbC5hcHA=,Low,US,2025-10-28 03:05:39 (UTC)
Login - Instagram,aHR0cDovL3d3dy5pbnN0YWNsb25lLWpwci52ZXJjZWwuYXBw,Low,US,2025-10-28 03:08:23 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL3Zvcm4tbm9kZS5wYWdlcy5kZXY=,Low,,2025-10-28 03:13:10 (UTC)
,aHR0cDovLzczYTIzNzAwMTZiNy52b2xwZS5wYXlwYWwtdmlld3BvaW50LmFudGltb25leS1sYXVuZGVyaW5nLm9yZw==,Low,VG,2025-10-28 03:19:48 (UTC)
Site not available,aHR0cDovL2dpbGRlZC12YWxreXJpZS0yYjJmODMubmV0bGlmeS5hcHA=,Low,SG,2025-10-28 03:21:27 (UTC)
Suspected phishing site | Cloudflare,aHR0cDovL21ldGFtc2steHRlbnNpb24ucGFnZXMuZGV2,Low,,2025-10-28 03:23:33 (UTC)
