title,domain,score,country_code,reg_dtime
Allegro Lokalnie - Wystaw ogłoszenia za darmo i kupuj od osób z Twojej okolicy,aHR0cDovL2FsbGVncm9sb2thbG5pZS5pZC03NTQzbjI4M3NqZDRsazIuY2x1Yg==,Low,US,2026-07-15 02:20:03 (UTC)
Access Denied,aHR0cDovL3d2dnctcm9ibG94LmNvbQ==,Critical,,2026-07-15 02:20:46 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2xlYXJuLWxlZ2Vyd2FsbHQucGFnZXMuZGV2,Low,,2026-07-15 02:21:07 (UTC)
Facebook,aHR0cDovL3d3dy5mYWNlYm9vay1jYS5ibG9nc3BvdC5jb20=,Critical,US,2026-07-15 02:21:29 (UTC)
Enter your password,aHR0cDovL3NlY3VyaXR5LXNlcnZlci1ob21lLS1qb2V5bGFuZG9uMDYucmVwbGl0LmFwcA==,Low,US,2026-07-15 02:22:11 (UTC)
404 Error: Page Not Found | Wix Studio,aHR0cDovL2Nvbm5lY3QtbGVkZ3JlY2RuLndpeHN0dWRpby5jb20=,Low,US,2026-07-15 02:22:33 (UTC)
Facebook,aHR0cDovL3d3dy5vbmxpbmUtZmFjZWJvb2stcHJpdmFjeS5ibG9nc3BvdC5jb20=,Critical,US,2026-07-15 02:22:54 (UTC)
Facebook,aHR0cDovL3d3dy51ay1mYWNlYm9vay5ibG9nc3BvdC5jb20=,Critical,US,2026-07-15 02:23:46 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2RvY3MuYjY1NmEwNTU1YmU0NDM3NmQ5YmEwOGRmOWY0OWUwOGQud29ya2Vycy5kZXY=,Low,,2026-07-15 02:24:07 (UTC)
,aHR0cDovL2pwai52aXBnc2cudG9w,Critical,,2026-07-15 02:24:28 (UTC)
AMAZON GIFT CARD GENERATOR 2021,aHR0cDovL2FtYXpvbmdlbmVyYXRvci5lZGdlb25lLmRldg==,Critical,SG,2026-07-15 02:25:40 (UTC)
404 Error: Page Not Found | Wix Studio,aHR0cDovL2FwcHN0YXJ0dHJleG9yLndpeHN0dWRpby5jb20=,Low,US,2026-07-15 02:26:12 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2Rlc2t0b3AtbGVkZ3JlLWxpdi5wYWdlcy5kZXY=,Low,,2026-07-15 02:26:34 (UTC)
Suspected Malware | Cloudflare,aHR0cDovLzZiNmlqLTRkMC16eWszYi1wczk4Zi1kdXR6LnBhZ2VzLmRldg==,Low,,2026-07-15 02:26:55 (UTC)
Index of /,aHR0cDovL21haWwtZ21haWwuY29uZXlicm90aGVycy5jb20=,Critical,,2026-07-15 02:27:15 (UTC)
HADIAH SHOPEE 2023,aHR0cDovL3d3dy5oYWRpYWgtc2hvcGVlNzcyLmJsb2dzcG90LmNvbQ==,Low,US,2026-07-15 02:27:36 (UTC)
404 Error: Page Not Found | Wix Studio,aHR0cDovL2NvbXN0YXJ0LWxhZGdyZS53aXhzdHVkaW8uY29t,Low,US,2026-07-15 02:28:07 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL29yZW5veC1zb2xhci1kNWM0NzEtc2hyci1uZXB0dW4ucGFnZXMuZGV2,Low,,2026-07-15 02:28:38 (UTC)
Bastion | AI-native Compliance & AI-ready Security Platform,aHR0cDovL21pY3Jvc29mdC5zdXBwb3J0LWN1c3RvbWVycy5jb20=,Safe,IE,2026-07-15 02:28:59 (UTC)
Site not found,aHR0cDovL3ZvY2FsLWRydWlkLWE3MTg2Yi5uZXRsaWZ5LmFwcA==,Low,SG,2026-07-15 02:29:30 (UTC)
Web Mail,aHR0cDovL3d3dy5lbmctMWVyLnZlcmNlbC5hcHA=,Low,US,2026-07-15 02:29:51 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL29yZW5veC1uZXVyYS1kNWM0NzEtc2hyci1uZXB0dW4ucGFnZXMuZGV2,Low,,2026-07-15 02:30:54 (UTC)
webmailadminhelpdesk.serveousercontent.com,aHR0cDovL3dlYm1haWxhZG1pbmhlbHBkZXNrLnNlcnZlb3VzZXJjb250ZW50LmNvbQ==,Critical,NL,2026-07-15 02:31:25 (UTC)
