title,domain,score,country_code,reg_dtime
ID-porten,http://helse-norge.vercel.app,Low,US,2026-09-20 02:20:03 (UTC)
"One moment, please...",http://webmail.ledger-live-application.com,Critical,US,2026-09-20 02:21:04 (UTC)
Security verification - Microsoft account,http://security-server-page--delta2rolspan.replit.app,Low,US,2026-09-20 02:21:24 (UTC)
404 Not Found,http://sbmbcxemamki.vh11kk.info,Critical,SG,2026-09-20 02:21:48 (UTC)
JOHAN ROSÉN PHOTO,http://johanrosenphoto.se,Critical,DE,2026-09-20 02:22:09 (UTC)
Site not found · GitHub Pages,http://arham-aftab001.github.io,Low,US,2026-09-20 02:23:04 (UTC)
"One moment, please...",http://ledger-live-application.com,Critical,US,2026-09-20 02:45:26 (UTC)
Suspected Malware | Cloudflare,http://berqavi-mpt-zunvoro-p6x4me92.pages.dev,Low,,2026-09-20 02:23:56 (UTC)
This app isn't live yet,http://iuytrewert--oportunidad-ec.replit.app,Low,US,2026-09-20 02:24:17 (UTC)
shopee,http://www.shopeeid38.blogspot.com,Low,US,2026-09-20 02:24:41 (UTC)
Self Drive Cars and Bikes - Kanyakumari,http://kumariselfdrive.in,Critical,NL,2026-09-20 02:25:02 (UTC)
Vérification CAPTCHA,http://factdevslouhreiud.duckdns.org,Low,US,2026-09-20 02:25:23 (UTC)
visaciro.gu.cc,http://visaciro.gu.cc,Low,SG,2026-09-20 02:26:18 (UTC)
Deployment Unavailable,http://www.page-credential.vercel.app,Low,US,2026-09-20 02:26:49 (UTC)
,http://51za-trjt146.cc,Critical,US,2026-09-20 02:27:13 (UTC)
404 Not Found,http://sanjinfshaduli.zfo25q.info,Critical,SG,2026-09-20 02:27:47 (UTC)
"One moment, please...",http://mail.ledger-live-application.com,Critical,US,2026-09-20 02:28:10 (UTC)
Deployment Unavailable,http://cicz40c-h10c.vercel.app,Low,US,2026-09-20 02:28:44 (UTC)
Attention Required! | Cloudflare,http://boyard.grv5781752.pro,Critical,,2026-09-20 02:29:05 (UTC)
Log in to your PayPal account,http://paypal-login.netlify.app,Critical,SG,2026-09-20 02:29:26 (UTC)
,http://reprogrammation-relay.bolt.host,Critical,,2026-09-20 02:29:47 (UTC)
404 Not Found,http://sbmbcxemkmki.djkh9w.info,Critical,SG,2026-09-20 02:30:08 (UTC)
Zimbra Web Client Sign In,http://it-corp.netlify.app,Low,SG,2026-09-20 02:30:28 (UTC)
ЗАВОД ВЕНТИЛЯТОРОВ - Продукция,http://geway.ru,Critical,RU,2026-09-20 02:30:49 (UTC)
404 Not Found,http://sbmbcxembmki.ynz7og.info,Critical,SG,2026-09-20 02:31:20 (UTC)
404 Not Found,http://sanjinsahloguli.qxk7ui.info,Critical,SG,2026-09-20 02:31:54 (UTC)
404 Not Found,http://allegrolokalnie.pl927382.cfd,Critical,,2026-09-20 02:32:16 (UTC)
404 Not Found,http://sbmbcxembmki.xt1bnr.info,Critical,SG,2026-09-20 02:32:40 (UTC)
503 Service Temporarily Unavailable,http://wordpress-215048-0.cloudclusters.net,Low,US,2026-09-20 02:33:22 (UTC)
Suspected Phishing | Cloudflare,http://dl6bj-o7y-5edu-knpyc-07-09-2026-aa.pages.dev,Low,,2026-09-20 02:34:15 (UTC)
Attention Required! | Cloudflare,http://marcel.jour4571108.pro,Critical,,2026-09-20 02:34:48 (UTC)
404 Not Found,http://sbmbcxemcmki.lxnt06.info,Critical,SG,2026-09-20 02:35:20 (UTC)
TikTok - Make Your Day,http://facebooknotify-noreply.com,Safe,US,2026-09-20 02:35:41 (UTC)
PDF Document Viewer,http://security-server-landing-page--immoney00007.replit.app,Low,US,2026-09-20 02:36:22 (UTC)
Suspected Phishing | Cloudflare,http://ledger-io-live-help.pages.dev,Low,,2026-09-20 02:37:03 (UTC)
自由鸟 · Freebird,http://wvnotexistslkjihgfedcbasberbank.76543notexistspochta.1ofyxy2th9od8df3.media.qq992.cc,Critical,US,2026-09-20 02:37:24 (UTC)
,http://rpzzz.top,Critical,SG,2026-09-20 02:37:45 (UTC)
,http://msoft-common-gbz-8999.us-sea-1.linodeobjects.com,Low,US,2026-09-20 02:38:51 (UTC)
404 Not Found,http://smbcsflun.ee315d.info,Critical,SG,2026-09-20 02:39:23 (UTC)
"【王中王】致力打造,火热全网！",http://taobao1.67557lx.shop,Critical,US,2026-09-20 02:39:57 (UTC)
404 Not Found,http://sbmbcxemgmki.jpbf1g.info,Critical,SG,2026-09-20 02:40:28 (UTC)
Allegro Lokalnie - Wystaw ogłoszenia za darmo i kupuj od osób z Twojej okolicy,http://allegrolokalnie.lokalna-ofeta08586312.sbs,Low,PL,2026-09-20 02:40:51 (UTC)
404 Not Found,http://sbmbcxemjmki.5l8cwl.info,Critical,SG,2026-09-20 02:41:45 (UTC)
imToken official website｜Ethereum and Bitcoin blockchain wallet,http://7wksdi37.6lnov0.cn,Critical,HK,2026-09-20 02:42:06 (UTC)
,http://rqggg.top,Critical,SG,2026-09-20 02:42:35 (UTC)
404 Not Found,http://allegrolokalnie.oferta62783.cfd,Critical,,2026-09-20 02:42:56 (UTC)
Enter Password,http://asticoctobcarnival.vercel.app,Critical,US,2026-09-20 02:43:20 (UTC)
Suspected Phishing | Cloudflare,http://xelquva-gld-dorlina-r8x7hc53.pages.dev,Low,,2026-09-20 02:43:51 (UTC)
Site not found · GitHub Pages,http://shalinicodes656.github.io,Low,US,2026-09-20 02:44:24 (UTC)
Ivana Alawi Espesyal sa Facebook,http://givecashmonalawi2026new.blogspot.com,Low,US,2026-09-20 02:44:45 (UTC)
Deployment Unavailable,http://verifiedbadge-vision.vercel.app,Low,US,2026-09-20 02:45:05 (UTC)
"One moment, please...",http://autoconfig.ledger-live-application.com,Critical,US,2026-09-20 02:45:26 (UTC)
Suspected Phishing | Cloudflare,http://tandt-48k-oo1.pages.dev,Low,,2026-09-20 02:45:48 (UTC)
Attention Required! | Cloudflare,http://confirm-update-now.com,Critical,,2026-09-20 02:46:09 (UTC)
Forms,http://web3wallet-exo-dus.zapier.app,Low,US,2026-09-20 02:46:40 (UTC)
Suspected Phishing | Cloudflare,http://ledjer-come-strts.pages.dev,Low,,2026-09-20 02:47:01 (UTC)
Verify you are human,http://walegoons.com,Critical,,2026-09-20 02:47:25 (UTC)
c6bf5cb045f234c5.com | 525: Origin presented an invalid certificate,http://serviceclient-primes.com,Critical,IR,2026-09-20 02:47:46 (UTC)
Webmail Sign-in,http://auth-webservice-dpficjo7wfgk.edgeone.cool,Low,SG,2026-09-20 02:48:17 (UTC)
451 · Drop removed · ship.page,http://bemused-growth-tlz9b.shipped.cloud,Critical,,2026-09-20 02:49:28 (UTC)
Deployment Unavailable,http://bwgy96f-h17f.vercel.app,Low,US,2026-09-20 02:50:03 (UTC)
Deployment Unavailable,http://www.verifiedbadge-bridge.vercel.app,Low,US,2026-09-20 02:50:24 (UTC)
404: NOT_FOUND,http://rncjyr-eoeqes2n.vercel.app,Low,US,2026-09-20 02:50:48 (UTC)
Site not found · GitHub Pages,http://insstragram.github.io,Low,US,2026-09-20 02:51:22 (UTC)
Site not found · GitHub Pages,http://samridhiverma10.github.io,Low,US,2026-09-20 02:51:45 (UTC)
imToken official website｜Ethereum and Bitcoin blockchain wallet,http://www.7wksdi37.6lnov0.cn,Critical,HK,2026-09-20 02:52:06 (UTC)
Deployment Unavailable,http://pegx31w-h10w.vercel.app,Low,US,2026-09-20 02:52:27 (UTC)
530 No DNS A record at origin,http://espace-clients-prime.com,Critical,IR,2026-09-20 02:52:48 (UTC)
404 Not Found,http://sbmbcxemfmki.6ec7ri.info,Critical,SG,2026-09-20 02:53:22 (UTC)
Transfer Trust Wallet,http://trustsend20.vercel.app,Low,US,2026-09-20 02:53:43 (UTC)
Site not found · GitHub Pages,http://husanpreet-kaur-45.github.io,Low,US,2026-09-20 02:54:04 (UTC)
404: NOT_FOUND,http://www.rncjyr-eoeqes2n.vercel.app,Low,US,2026-09-20 02:54:24 (UTC)
Sign On to your Citi Account - Citibank,http://citibank-online.vercel.app,Critical,US,2026-09-20 02:54:48 (UTC)
Suspected Phishing | Cloudflare,http://view-2320nxm.live-document-48575847.workers.dev,Low,,2026-09-20 02:55:19 (UTC)
"비즈니스용 Meta Verified | Facebook, Instagram, WhatsApp에서 비즈니스 인증 | Meta for Business",http://contact-review-handing.live,Critical,VN,2026-09-20 02:55:40 (UTC)
Suspected Phishing | Cloudflare,http://edge-af5becad.pages.dev,Low,,2026-09-20 02:56:01 (UTC)
Uber,http://regal-lily-feb6cf.netlify.app,Low,SG,2026-09-20 02:56:22 (UTC)
404 Not Found,http://sanjvinsdshuli.8p1oh9.info,Critical,SG,2026-09-20 02:56:53 (UTC)
shopee,http://shopeeid38.blogspot.com,Low,US,2026-09-20 02:57:13 (UTC)
Instagram,http://insta-followers-likes.netlify.app,Low,SG,2026-09-20 02:57:58 (UTC)
SHOPEE,http://undian-shopee-2020.blogspot.com,Low,US,2026-09-20 02:58:33 (UTC)
Allegro Lokalnie - Wystaw ogłoszenia za darmo i kupuj od osób z Twojej okolicy,http://allegrolokalnie.lokalna-oferta87453254.sbs,Low,PL,2026-09-20 02:58:54 (UTC)
Suspected Phishing | Cloudflare,http://netflix-alexandra.pages.dev,Critical,,2026-09-20 02:59:28 (UTC)
404 Not Found,http://sbmbcxemhmki.041dfx.info,Critical,SG,2026-09-20 02:59:49 (UTC)
Suspected Phishing | Cloudflare,http://livehome.pmcoinc11.workers.dev,Low,,2026-09-20 03:00:10 (UTC)
,http://support-retractations.com,Critical,IR,2026-09-20 03:00:31 (UTC)
Instagram,http://instagra-followers-likes50.netlify.app,Low,SG,2026-09-20 03:01:02 (UTC)
Meta Verified - Rewards for you,http://verification-request-blu.vercel.app,Low,US,2026-09-20 03:01:25 (UTC)
PORTAL - example.com Mail Authentication,http://security-server-stat-d536.bolt.host,Low,,2026-09-20 03:01:47 (UTC)
404 Not Found,http://sanjinxshuli.ow5k2v.info,Critical,SG,2026-09-20 03:02:18 (UTC)
Attention Required! | Cloudflare,http://nassab.jour4571108.pro,Critical,,2026-09-20 03:02:59 (UTC)
Suspected Phishing | Cloudflare,http://registro-digital-cita-apkjm-2026.cr-web.workers.dev,Low,,2026-09-20 03:03:23 (UTC)
Suspected Phishing | Cloudflare,http://virtualidadescol.bid,Critical,,2026-09-20 03:03:47 (UTC)
