title,domain,score,country_code,reg_dtime
ID-porten,aHR0cDovL2hlbHNlLW5vcmdlLnZlcmNlbC5hcHA=,Low,US,2026-09-20 02:20:03 (UTC)
"One moment, please...",aHR0cDovL3dlYm1haWwubGVkZ2VyLWxpdmUtYXBwbGljYXRpb24uY29t,Critical,US,2026-09-20 02:21:04 (UTC)
Security verification - Microsoft account,aHR0cDovL3NlY3VyaXR5LXNlcnZlci1wYWdlLS1kZWx0YTJyb2xzcGFuLnJlcGxpdC5hcHA=,Low,US,2026-09-20 02:21:24 (UTC)
404 Not Found,aHR0cDovL3NibWJjeGVtYW1raS52aDExa2suaW5mbw==,Critical,SG,2026-09-20 02:21:48 (UTC)
JOHAN ROSÉN PHOTO,aHR0cDovL2pvaGFucm9zZW5waG90by5zZQ==,Critical,DE,2026-09-20 02:22:09 (UTC)
Site not found · GitHub Pages,aHR0cDovL2FyaGFtLWFmdGFiMDAxLmdpdGh1Yi5pbw==,Low,US,2026-09-20 02:23:04 (UTC)
"One moment, please...",aHR0cDovL2xlZGdlci1saXZlLWFwcGxpY2F0aW9uLmNvbQ==,Critical,US,2026-09-20 02:45:26 (UTC)
Suspected Malware | Cloudflare,aHR0cDovL2JlcnFhdmktbXB0LXp1bnZvcm8tcDZ4NG1lOTIucGFnZXMuZGV2,Low,,2026-09-20 02:23:56 (UTC)
This app isn't live yet,aHR0cDovL2l1eXRyZXdlcnQtLW9wb3J0dW5pZGFkLWVjLnJlcGxpdC5hcHA=,Low,US,2026-09-20 02:24:17 (UTC)
shopee,aHR0cDovL3d3dy5zaG9wZWVpZDM4LmJsb2dzcG90LmNvbQ==,Low,US,2026-09-20 02:24:41 (UTC)
Self Drive Cars and Bikes - Kanyakumari,aHR0cDovL2t1bWFyaXNlbGZkcml2ZS5pbg==,Critical,NL,2026-09-20 02:25:02 (UTC)
Vérification CAPTCHA,aHR0cDovL2ZhY3RkZXZzbG91aHJlaXVkLmR1Y2tkbnMub3Jn,Low,US,2026-09-20 02:25:23 (UTC)
visaciro.gu.cc,aHR0cDovL3Zpc2FjaXJvLmd1LmNj,Low,SG,2026-09-20 02:26:18 (UTC)
Deployment Unavailable,aHR0cDovL3d3dy5wYWdlLWNyZWRlbnRpYWwudmVyY2VsLmFwcA==,Low,US,2026-09-20 02:26:49 (UTC)
,aHR0cDovLzUxemEtdHJqdDE0Ni5jYw==,Critical,US,2026-09-20 02:27:13 (UTC)
404 Not Found,aHR0cDovL3NhbmppbmZzaGFkdWxpLnpmbzI1cS5pbmZv,Critical,SG,2026-09-20 02:27:47 (UTC)
"One moment, please...",aHR0cDovL21haWwubGVkZ2VyLWxpdmUtYXBwbGljYXRpb24uY29t,Critical,US,2026-09-20 02:28:10 (UTC)
Deployment Unavailable,aHR0cDovL2NpY3o0MGMtaDEwYy52ZXJjZWwuYXBw,Low,US,2026-09-20 02:28:44 (UTC)
Attention Required! | Cloudflare,aHR0cDovL2JveWFyZC5ncnY1NzgxNzUyLnBybw==,Critical,,2026-09-20 02:29:05 (UTC)
Log in to your PayPal account,aHR0cDovL3BheXBhbC1sb2dpbi5uZXRsaWZ5LmFwcA==,Critical,SG,2026-09-20 02:29:26 (UTC)
,aHR0cDovL3JlcHJvZ3JhbW1hdGlvbi1yZWxheS5ib2x0Lmhvc3Q=,Critical,,2026-09-20 02:29:47 (UTC)
404 Not Found,aHR0cDovL3NibWJjeGVta21raS5kamtoOXcuaW5mbw==,Critical,SG,2026-09-20 02:30:08 (UTC)
Zimbra Web Client Sign In,aHR0cDovL2l0LWNvcnAubmV0bGlmeS5hcHA=,Low,SG,2026-09-20 02:30:28 (UTC)
ЗАВОД ВЕНТИЛЯТОРОВ - Продукция,aHR0cDovL2dld2F5LnJ1,Critical,RU,2026-09-20 02:30:49 (UTC)
404 Not Found,aHR0cDovL3NibWJjeGVtYm1raS55bno3b2cuaW5mbw==,Critical,SG,2026-09-20 02:31:20 (UTC)
404 Not Found,aHR0cDovL3NhbmppbnNhaGxvZ3VsaS5xeGs3dWkuaW5mbw==,Critical,SG,2026-09-20 02:31:54 (UTC)
404 Not Found,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbDkyNzM4Mi5jZmQ=,Critical,,2026-09-20 02:32:16 (UTC)
404 Not Found,aHR0cDovL3NibWJjeGVtYm1raS54dDFibnIuaW5mbw==,Critical,SG,2026-09-20 02:32:40 (UTC)
503 Service Temporarily Unavailable,aHR0cDovL3dvcmRwcmVzcy0yMTUwNDgtMC5jbG91ZGNsdXN0ZXJzLm5ldA==,Low,US,2026-09-20 02:33:22 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2RsNmJqLW83eS01ZWR1LWtucHljLTA3LTA5LTIwMjYtYWEucGFnZXMuZGV2,Low,,2026-09-20 02:34:15 (UTC)
Attention Required! | Cloudflare,aHR0cDovL21hcmNlbC5qb3VyNDU3MTEwOC5wcm8=,Critical,,2026-09-20 02:34:48 (UTC)
404 Not Found,aHR0cDovL3NibWJjeGVtY21raS5seG50MDYuaW5mbw==,Critical,SG,2026-09-20 02:35:20 (UTC)
TikTok - Make Your Day,aHR0cDovL2ZhY2Vib29rbm90aWZ5LW5vcmVwbHkuY29t,Safe,US,2026-09-20 02:35:41 (UTC)
PDF Document Viewer,aHR0cDovL3NlY3VyaXR5LXNlcnZlci1sYW5kaW5nLXBhZ2UtLWltbW9uZXkwMDAwNy5yZXBsaXQuYXBw,Low,US,2026-09-20 02:36:22 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2xlZGdlci1pby1saXZlLWhlbHAucGFnZXMuZGV2,Low,,2026-09-20 02:37:03 (UTC)
自由鸟 · Freebird,aHR0cDovL3d2bm90ZXhpc3RzbGtqaWhnZmVkY2Jhc2JlcmJhbmsuNzY1NDNub3RleGlzdHNwb2NodGEuMW9meXh5MnRoOW9kOGRmMy5tZWRpYS5xcTk5Mi5jYw==,Critical,US,2026-09-20 02:37:24 (UTC)
,aHR0cDovL3Jwenp6LnRvcA==,Critical,SG,2026-09-20 02:37:45 (UTC)
,aHR0cDovL21zb2Z0LWNvbW1vbi1nYnotODk5OS51cy1zZWEtMS5saW5vZGVvYmplY3RzLmNvbQ==,Low,US,2026-09-20 02:38:51 (UTC)
404 Not Found,aHR0cDovL3NtYmNzZmx1bi5lZTMxNWQuaW5mbw==,Critical,SG,2026-09-20 02:39:23 (UTC)
"【王中王】致力打造,火热全网！",aHR0cDovL3Rhb2JhbzEuNjc1NTdseC5zaG9w,Critical,US,2026-09-20 02:39:57 (UTC)
404 Not Found,aHR0cDovL3NibWJjeGVtZ21raS5qcGJmMWcuaW5mbw==,Critical,SG,2026-09-20 02:40:28 (UTC)
Allegro Lokalnie - Wystaw ogłoszenia za darmo i kupuj od osób z Twojej okolicy,aHR0cDovL2FsbGVncm9sb2thbG5pZS5sb2thbG5hLW9mZXRhMDg1ODYzMTIuc2Jz,Low,PL,2026-09-20 02:40:51 (UTC)
404 Not Found,aHR0cDovL3NibWJjeGVtam1raS41bDhjd2wuaW5mbw==,Critical,SG,2026-09-20 02:41:45 (UTC)
imToken official website｜Ethereum and Bitcoin blockchain wallet,aHR0cDovLzd3a3NkaTM3LjZsbm92MC5jbg==,Critical,HK,2026-09-20 02:42:06 (UTC)
,aHR0cDovL3JxZ2dnLnRvcA==,Critical,SG,2026-09-20 02:42:35 (UTC)
404 Not Found,aHR0cDovL2FsbGVncm9sb2thbG5pZS5vZmVydGE2Mjc4My5jZmQ=,Critical,,2026-09-20 02:42:56 (UTC)
Enter Password,aHR0cDovL2FzdGljb2N0b2JjYXJuaXZhbC52ZXJjZWwuYXBw,Critical,US,2026-09-20 02:43:20 (UTC)
