title,domain,score,country_code,reg_dtime
Strona nie została znaleziona | Allegro Lokalnie,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbC1vZ2xvc3plbmllLXByeXdhdG5lNzU0Mzg0MzkzNDIuY2xpY2s=,Low,US,2026-09-16 02:20:02 (UTC)
fatima.res9681822.pro,aHR0cDovL2ZhdGltYS5yZXM5NjgxODIyLnBybw==,Critical,,2026-09-16 02:20:57 (UTC)
,aHR0cDovL3RvbW0tcnQudG9w,Critical,,2026-09-16 02:21:38 (UTC)
Meta Verified - Rewards for you,aHR0cDovL3d3dy5mYi1tZXRhLXZlcmlmaWVkLTY4MTQ5LnZlcmNlbC5hcHA=,Low,US,2026-09-16 02:22:01 (UTC)
,aHR0cDovL3BheS5jeXRxZGttcy5zYmVyLjhzYmVyYmFuay5zYmVybWVnYW1hcmtldC5uanpsZDFlOWUweHIweWY5LmRkMzg4MjQyMDk0LnRvcA==,Critical,US,2026-09-16 02:22:47 (UTC)
블로그를 찾을 수 없습니다.,aHR0cDovLzgxNjc4MzQ1ODUxdDM0dDdlenJkc2RzNTc0MXQzNDEyLmJsb2dzcG90LmNvbQ==,Low,US,2026-09-16 02:23:11 (UTC)
allegrolokalnie.pl,aHR0cDovL2FsbGVncm9sb2thbG5pZS5wbC1vZmVydGE3NzU0Mi5jZmQ=,Low,,2026-09-16 02:23:42 (UTC)
spring-dawn-5c45.jjjbiaoda.workers.dev,aHR0cDovL3NwcmluZy1kYXduLTVjNDUuampqYmlhb2RhLndvcmtlcnMuZGV2,Low,,2026-09-16 02:24:03 (UTC)
"Redfin | Real Estate &amp; Homes for Sale, Rentals, Mortgages &amp; Agents",aHR0cDovL2tqaHRpc2UuZXUuY2M=,Low,US,2026-09-16 02:24:47 (UTC)
Suspected Malware | Cloudflare,aHR0cDovL3p1bm1lbGEtbXB0LWZhcnFvcmktcjF4N2tlODUucGFnZXMuZGV2,Low,,2026-09-16 02:25:32 (UTC)
404 Not Found,aHR0cDovL2FsbGVncm9sb2thbG5pZS5sb2thbG5hLW9mZXJ0YTg4ODEzODEyMzkxMDEuc2Jz,Critical,,2026-09-16 02:25:56 (UTC)
olepetterottersen.com -This domain is for sale,aHR0cDovL29sZXBldHRlcm90dGVyc2VuLmNvbQ==,Critical,US,2026-09-16 02:26:17 (UTC)
Meta Verified - Rewards for you,aHR0cDovL3d3dy5tZXRhLXZlcmlmaWVkLWJsdWV0aWNrcy1mYjE1LnZlcmNlbC5hcHA=,Low,US,2026-09-16 02:26:51 (UTC)
Site not available,aHR0cDovL2hpZ2hzcG90bWludHMwNzIubmV0bGlmeS5hcHA=,Low,SG,2026-09-16 02:27:12 (UTC)
WalletConnect,aHR0cDovL3d3dy5saW5rY2hhaW5zZml4LnZlcmNlbC5hcHA=,Low,US,2026-09-16 02:27:33 (UTC)
【New message】Online Consultant,aHR0cDovL2NvaW5leHIuYXpoaWNoYXRzLnh5eg==,Critical,,2026-09-16 02:27:54 (UTC)
Site not found · GitHub Pages,aHR0cDovL3NpbW8yOTAuZ2l0aHViLmlv,Low,US,2026-09-16 02:28:17 (UTC)
Site not found · GitHub Pages,aHR0cDovL3VtYXJhbGkzOXQtbmV0aXplbi5naXRodWIuaW8=,Low,US,2026-09-16 02:28:38 (UTC)
Gencat Office Portal,aHR0cDovL3d3dy5nZW5jYXRwb3J0YWx2ZXJpZi52ZXJjZWwuYXBw,Low,US,2026-09-16 02:28:59 (UTC)
Zimbra Web Client Sign In,aHR0cDovL3plLWVtLm5ldGxpZnkuYXBw,Low,SG,2026-09-16 02:29:20 (UTC)
Website store.communityappsort.shop is ready. The content is to be added,aHR0cDovL3N0b3JlLmNvbW11bml0eXN0dWRpb25pdGVtLnNob3A=,Critical,,2026-09-16 02:30:02 (UTC)
Site not found · GitHub Pages,aHR0cDovL2luc3RhMWxvZ2luLmdpdGh1Yi5pbw==,Low,US,2026-09-16 02:30:49 (UTC)
"Redfin | Real Estate &amp; Homes for Sale, Rentals, Mortgages &amp; Agents",aHR0cDovL2prZXRldHlzLmV1LmNj,Low,US,2026-09-16 02:31:33 (UTC)
Facebook,aHR0cDovL3d3dy5mY2Vib29rLWNsb25lLnZlcmNlbC5hcHA=,Low,US,2026-09-16 02:31:54 (UTC)
403 Forbidden,aHR0cDovL3NlY3Bhc3NzdmVyaWYtY20uY29t,Critical,CA,2026-09-16 02:32:58 (UTC)
404 Not Found,aHR0cDovL2FsbGVncm9sb2thbG5pZS5yZXplcndhY2phNTQyNzguY2Zk,Critical,GB,2026-09-16 02:33:29 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL3VzLWxlZGdyLWxpdmUtdi5wYWdlcy5kZXY=,Low,,2026-09-16 02:34:00 (UTC)
PORTAL - example.com Mail Authentication,aHR0cDovL3d3dy5lcndpLnZlcmNlbC5hcHA=,Low,US,2026-09-16 02:34:21 (UTC)
Instagram,aHR0cDovL29wZW4taW5zdGFncmFtLnZlcmNlbC5hcHA=,Critical,US,2026-09-16 02:34:42 (UTC)
,aHR0cDovL2lyb24ta25vbGwtZWVmMS4xbGZpLndvcmtlcnMuZGV2,Low,,2026-09-16 02:35:03 (UTC)
Gencat Office Portal,aHR0cDovL2dlbmNhdHBvcnRhbHVwZHR0Y2gudmVyY2VsLmFwcA==,Low,US,2026-09-16 02:35:24 (UTC)
,aHR0cDovL3NrcXFxLnRvcA==,Critical,SG,2026-09-16 02:35:48 (UTC)
Instagram,aHR0cDovL2luc3RhZ3JhbS1vbmUtYWxwaGEudmVyY2VsLmFwcA==,Critical,US,2026-09-16 02:36:29 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2V4Y29ydGxleC5jbG91ZHJpeC53b3JrZXJzLmRldg==,Low,,2026-09-16 02:36:50 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2hvbWUtdHItei1yLXN1aXRlLXVzLnR5cGVkcmVhbS5hcHA=,Low,,2026-09-16 02:37:11 (UTC)
durand.ope8622501.pro,aHR0cDovL2R1cmFuZC5vcGU4NjIyNTAxLnBybw==,Critical,,2026-09-16 02:37:31 (UTC)
Site Hospedado na KingHost | Data Center no Brasil,aHR0cDovL2VtcHJlc2FtZXVzbmV0Lmtpbmdob3N0Lm5ldA==,Low,BR,2026-09-16 02:38:12 (UTC)
"Redfin | Real Estate &amp; Homes for Sale, Rentals, Mortgages &amp; Agents",aHR0cDovL3NpamVzdHkuZXUuY2M=,Low,US,2026-09-16 02:39:06 (UTC)
404 Not Found,aHR0cDovL2FsaWJhYmEuMXhzbG90cy1qN2gudG9w,Critical,AE,2026-09-16 02:39:40 (UTC)
Suspected Malware | Cloudflare,aHR0cDovL296dTBiLXNxZS0xZnZyLXhkbzZrLTA5LTA5LTIwMjYtYWEucGFnZXMuZGV2,Low,,2026-09-16 02:40:15 (UTC)
jean-marie.soi6406484.pro,aHR0cDovL3NvaTY0MDY0ODQucHJv,Critical,,2026-09-16 03:22:40 (UTC)
PORTAL - Mail Authentication,aHR0cDovL3d3dy50ZW1peWRjYm5qdC52ZXJjZWwuYXBw,Low,US,2026-09-16 02:41:02 (UTC)
"Taobao: Online Crypto Casino, Sports Betting & Prediction Markets",aHR0cDovL3Rhb2Jhby5tYWplc3RpY3BsYXkubmV0,Critical,,2026-09-16 02:41:25 (UTC)
Gencat Office Portal,aHR0cDovL2dlbmNhdHBvcnRhbHZlcmlmLnZlcmNlbC5hcHA=,Low,US,2026-09-16 02:41:56 (UTC)
403 Forbidden,aHR0cDovL2h0dHBzLnBheXBhbC5mci1jYXMtbG9naW4tc2VydmljZS1odHRwcy5zZnIuZnItMmZhY2N1ZWlsLXNwcmluZy5jYXMudGhlb2JhbWFwcmludHMuY29t,Critical,US,2026-09-16 02:42:27 (UTC)
issam.res9681822.pro,aHR0cDovL2lzc2FtLnJlczk2ODE4MjIucHJv,Critical,,2026-09-16 02:42:51 (UTC)
alouf.ope8622501.pro,aHR0cDovL2Fsb3VmLm9wZTg2MjI1MDEucHJv,Critical,,2026-09-16 02:43:19 (UTC)
accountnet21.cyou - accountnet21 자료와 정보,aHR0cDovL3Rlc3RpbmcuYWNjb3VudG5ldDIxLmN5b3U=,Critical,DE,2026-09-16 02:44:00 (UTC)
jean-paul.soi6406484.pro,aHR0cDovL0plYW4tUGF1bC5zb2k2NDA2NDg0LnBybw==,Dangerous,,2026-09-16 02:44:34 (UTC)
Formulário de CPF e Telefone,aHR0cDovL2F1bWVudG8tdGVhbC52ZXJjZWwuYXBw,Low,US,2026-09-16 02:44:58 (UTC)
