title,domain,score,country_code,reg_dtime
Meta Verified - Rewards for you,http://verifiedbadge-clarisse.vercel.app,Low,US,2026-09-21 02:20:02 (UTC)
Tencent Edgeone,http://advertising-account-issue-review.edgeone.dev,Low,SG,2026-09-21 02:20:43 (UTC)
Deployment Unavailable,http://www.login-ten-silk.vercel.app,Low,US,2026-09-21 02:21:04 (UTC)
Meta Verified - Rewards for you,http://www.verification-request-blu.vercel.app,Low,US,2026-09-21 02:21:53 (UTC)
,http://allegro.ofer09128875.buzz,Critical,,2026-09-21 02:22:17 (UTC)
Site not found · GitHub Pages,http://aakritineupane14.github.io,Low,US,2026-09-21 02:23:31 (UTC)
403 Forbidden,http://blablacar.sberbank.vpochta.nyoula.rrgubtft94qar68f.6543210sbermegamarket.7id2ee2csrv2zjr2.jsmetatrader.com,Critical,US,2026-09-21 02:23:53 (UTC)
Instagram,http://instagram-login-support.vercel.app,Critical,US,2026-09-21 02:24:14 (UTC)
Facebook,http://www.facebok-login.vercel.app,Low,US,2026-09-21 02:24:35 (UTC)
Taslima Enterprise – Taslima Enterprise,http://taslimaenterprise.com,Critical,,2026-09-21 02:24:55 (UTC)
Meta Verified - Rewards for you,http://verifiedbadge-virelia.vercel.app,Low,US,2026-09-21 02:25:57 (UTC)
403 Forbidden,http://get.advancedsystemrepair.com,Critical,US,2026-09-21 02:26:18 (UTC)
Site not found · GitHub Pages,http://amru20918.github.io,Low,US,2026-09-21 02:27:03 (UTC)
Suspected Phishing | Cloudflare,http://mvrn8420kf-hlgf4pdr-5r4j1c-zk32n.pages.dev,Low,,2026-09-21 02:27:44 (UTC)
Facebook,http://www.facebook-2025.blogspot.com,Critical,US,2026-09-21 02:28:05 (UTC)
,http://allegro.1230120h85.buzz,Critical,,2026-09-21 02:28:26 (UTC)
Sign in to your account,http://security-server-landing-page--lme85959.replit.app,Low,US,2026-09-21 02:29:48 (UTC)
404 Not Found,http://d1a22i0thf0hz4.cloudfront.net,Moderate,US,2026-09-21 02:30:22 (UTC)
