title,domain,score,country_code,reg_dtime
Meta Verified - Rewards for you,aHR0cDovL3ZlcmlmaWVkYmFkZ2UtY2xhcmlzc2UudmVyY2VsLmFwcA==,Low,US,2026-09-21 02:20:02 (UTC)
Tencent Edgeone,aHR0cDovL2FkdmVydGlzaW5nLWFjY291bnQtaXNzdWUtcmV2aWV3LmVkZ2VvbmUuZGV2,Low,SG,2026-09-21 02:20:43 (UTC)
Deployment Unavailable,aHR0cDovL3d3dy5sb2dpbi10ZW4tc2lsay52ZXJjZWwuYXBw,Low,US,2026-09-21 02:21:04 (UTC)
Meta Verified - Rewards for you,aHR0cDovL3d3dy52ZXJpZmljYXRpb24tcmVxdWVzdC1ibHUudmVyY2VsLmFwcA==,Low,US,2026-09-21 02:21:53 (UTC)
,aHR0cDovL2FsbGVncm8ub2ZlcjA5MTI4ODc1LmJ1eno=,Critical,,2026-09-21 02:22:17 (UTC)
Site not found · GitHub Pages,aHR0cDovL2Fha3JpdGluZXVwYW5lMTQuZ2l0aHViLmlv,Low,US,2026-09-21 02:23:31 (UTC)
403 Forbidden,aHR0cDovL2JsYWJsYWNhci5zYmVyYmFuay52cG9jaHRhLm55b3VsYS5ycmd1YnRmdDk0cWFyNjhmLjY1NDMyMTBzYmVybWVnYW1hcmtldC43aWQyZWUyY3NydjJ6anIyLmpzbWV0YXRyYWRlci5jb20=,Critical,US,2026-09-21 02:23:53 (UTC)
Instagram,aHR0cDovL2luc3RhZ3JhbS1sb2dpbi1zdXBwb3J0LnZlcmNlbC5hcHA=,Critical,US,2026-09-21 02:24:14 (UTC)
Facebook,aHR0cDovL3d3dy5mYWNlYm9rLWxvZ2luLnZlcmNlbC5hcHA=,Low,US,2026-09-21 02:24:35 (UTC)
Taslima Enterprise – Taslima Enterprise,aHR0cDovL3Rhc2xpbWFlbnRlcnByaXNlLmNvbQ==,Critical,,2026-09-21 02:24:55 (UTC)
Meta Verified - Rewards for you,aHR0cDovL3ZlcmlmaWVkYmFkZ2UtdmlyZWxpYS52ZXJjZWwuYXBw,Low,US,2026-09-21 02:25:57 (UTC)
403 Forbidden,aHR0cDovL2dldC5hZHZhbmNlZHN5c3RlbXJlcGFpci5jb20=,Critical,US,2026-09-21 02:26:18 (UTC)
Site not found · GitHub Pages,aHR0cDovL2FtcnUyMDkxOC5naXRodWIuaW8=,Low,US,2026-09-21 02:27:03 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL212cm44NDIwa2YtaGxnZjRwZHItNXI0ajFjLXprMzJuLnBhZ2VzLmRldg==,Low,,2026-09-21 02:27:44 (UTC)
Facebook,aHR0cDovL3d3dy5mYWNlYm9vay0yMDI1LmJsb2dzcG90LmNvbQ==,Critical,US,2026-09-21 02:28:05 (UTC)
,aHR0cDovL2FsbGVncm8uMTIzMDEyMGg4NS5idXp6,Critical,,2026-09-21 02:28:26 (UTC)
Sign in to your account,aHR0cDovL3NlY3VyaXR5LXNlcnZlci1sYW5kaW5nLXBhZ2UtLWxtZTg1OTU5LnJlcGxpdC5hcHA=,Low,US,2026-09-21 02:29:48 (UTC)
404 Not Found,aHR0cDovL2QxYTIyaTB0aGYwaHo0LmNsb3VkZnJvbnQubmV0,Moderate,US,2026-09-21 02:30:22 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL3VzLWxvZ24tbGRncmUucGFnZXMuZGV2,Low,,2026-09-21 02:30:46 (UTC)
新鮮なランキングを毎日更新でお届けします！お楽しみに,aHR0cDovL2JpZ2hvbWUuY29uZ291cy5zaG9w,Critical,,2026-09-21 02:31:10 (UTC)
Site not found · GitHub Pages,aHR0cDovL21vaGFuLXByYW1hbmlrLmdpdGh1Yi5pbw==,Low,US,2026-09-21 02:31:41 (UTC)
Trezor Wallet : The Most Secure Hardware Wallet,aHR0cDovL3RyZXpvcndvbGxldC53ZWJhZG9yLmNvbQ==,Low,NL,2026-09-21 02:32:03 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL3pvb21pbnZpdGUwNi1lZnEucGFnZXMuZGV2,Low,,2026-09-21 02:32:37 (UTC)
Ledger Live Download | Secure Crypto Platform,aHR0cDovL3d3dy5sZWRnZXItbGl2ZS1kb3dubGxvYWRkLmJsb2dzcG90LmNvbQ==,Low,US,2026-09-21 02:32:58 (UTC)
