title,domain,score,country_code,reg_dtime
Not Found,aHR0cDovL3d3dy5ic2JlcmJhbmsuODcyMXNiZXJtZWdhbWFya2V0LmxkNDhzdHA4MjF0eWZrM3Eud2FmLWl0LWtrdS5vbmxpbmU=,Critical,TH,2026-09-06 02:20:02 (UTC)
Deployment Unavailable,aHR0cDovL3BhZ2UtcG9ydGFsLWFjY2Vzcy05NGU4YjYudmVyY2VsLmFwcA==,Low,US,2026-09-06 02:20:22 (UTC)
Log In | Ndax® -\,aHR0cDovL2hvbWUtbmRheC1kb2N4LnphcGllci5hcHA=,Low,US,2026-09-06 02:20:43 (UTC)
,aHR0cDovL25lbThiMHp0OG8uYW1pbm5pbGMuaW5mbw==,Critical,,2026-09-06 02:21:14 (UTC)
A Matter of Law – Where people come first – Where people come first,aHR0cDovL2FtYXR0ZXJvZmxhdy5jb20uYXU=,Critical,AU,2026-09-06 02:21:35 (UTC)
Not Found,aHR0cDovL3ZuZ2VseHdtLmdmZWRzYmVyYmFuay53d3cuNjU0MzIxc2Jlcm1lZ2FtYXJrZXQubGQ0OHN0cDgyMXR5ZmszcS53YWYtaXQta2t1Lm9ubGluZQ==,Critical,TH,2026-09-06 02:22:16 (UTC)
,aHR0cDovL29seC1wbC5sbW5vYS5zaG9w,Critical,DE,2026-09-06 02:23:08 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2JyYWRlc2NvLnNpbmNyb25pemFjYW9wam9ubGluZS5wcm8=,Critical,,2026-09-06 02:23:59 (UTC)
Security verification - Microsoft account,aHR0cDovL3NlY3VyZS1zZXJ2ZXItbGFuZGluZy1wYWdlLS1yaWNobWFuYWdlbWVudHQucmVwbGl0LmFwcA==,Critical,US,2026-09-06 02:24:20 (UTC)
Energen - Free Bootstrap 4 Template by Colorlib,aHR0cDovL3hkLmRlbWFyY2hpYnJvd24uY29tLmFy,Critical,US,2026-09-06 02:24:41 (UTC)
SHOPEE 7.7 BOMBASTIS,aHR0cDovL3Nob3BlZTc3Ym9tYmFzdGlzLmJsb2dzcG90LmNvbQ==,Low,US,2026-09-06 02:25:12 (UTC)
