title,domain,score,country_code,reg_dtime
,aHR0cDovLzczYTIzNzAwMTZiNy5reWl2LmFjY291bnRzLXBheXBhbC5hbnRpbW9uZXktbGF1bmRlcmluZy5vcmc=,Critical,VG,2026-09-05 02:20:02 (UTC)
Vérification Orange,aHR0cDovL29yYW5nZXZlcmlmaWNhdGlvbi52ZXJjZWwuYXBw,Low,US,2026-09-05 02:20:53 (UTC)
Facebook,aHR0cDovL3d3dy5mYWNlYm9vay1mYWNlYm9vazEuYmxvZ3Nwb3QuY29t,Critical,US,2026-09-05 02:21:14 (UTC)
Spotify,aHR0cDovL3d3dy5zcG90aWZ5LWNsb25lLWdpdC1tYWluLWdvdXJhdnBhbnNlamFzLXByb2plY3RzLnZlcmNlbC5hcHA=,Low,US,2026-09-05 02:21:35 (UTC)
Suspected Malware | Cloudflare,aHR0cDovL2lvenJ4LWVhbDM2cy00NGtwM3otaXQ3MHQucGFnZXMuZGV2,Low,,2026-09-05 02:22:07 (UTC)
Frontend Mentor | Easybank landing page,aHR0cDovL3d3dy5wc2QtNC1lYXN5LWJhbmstbGFuZGluZy1wYWdlLnZlcmNlbC5hcHA=,Low,US,2026-09-05 02:22:27 (UTC)
imToken official website｜Ethereum and Bitcoin blockchain wallet,aHR0cDovL3d3dy4ybTJrYWVqdC42bG5vdjAuY24=,Critical,HK,2026-09-05 02:22:48 (UTC)
Itau | Dados,aHR0cDovL3d3dy5pdGF1LXNub3d5LnZlcmNlbC5hcHA=,Low,US,2026-09-05 02:23:19 (UTC)
Nextrend,aHR0cDovL2FwcGxlLWZydWl0Lnh5eg==,Critical,,2026-09-05 02:23:40 (UTC)
中国·57365线路检测中心(股份)有限公司-官方网站,aHR0cDovLzd0ODNrd3E4Z296OXprYmMuMjMuMzIucWpnYXJkZW4uY29t,Critical,US,2026-09-05 02:24:11 (UTC)
aHR0cHM6Ly9pdm5hbGF3aTI2MjEwOXdlbC5ibG9nc3BvdC5jb20v,aHR0cDovL3d3dy5pdm5hbGF3aTI2MjEwOXdlbC5ibG9nc3BvdC5jb20=,Safe,US,2026-09-05 02:24:42 (UTC)
facebook,aHR0cDovL3d3dy5mYWNlYm9vay10cmlhbC52ZXJjZWwuYXBw,Critical,US,2026-09-05 02:25:13 (UTC)
HADIAH SHOPEE 2023,aHR0cDovL3Nob3BlZS04NDguYmxvZ3Nwb3QuY29t,Low,US,2026-09-05 02:25:34 (UTC)
Amazon,aHR0cDovL2FtYXpvbnNob3BwaW5nNi5jb20=,Critical,SG,2026-09-05 02:26:05 (UTC)
SHOPEE,aHR0cDovL2xheWFuYW4tc2hvcGVlMzMuYmxvZ3Nwb3QuY29t,Low,US,2026-09-05 02:26:36 (UTC)
Mercado Libre,aHR0cDovL3d3dy5tZXJjYWRvbGlicmUtY2hhbGxlbmdlLWZsb3JhYnJpbC52ZXJjZWwuYXBw,Low,US,2026-09-05 02:27:07 (UTC)
BMB Advogados | Escritório de Advocacia em Manaus,aHR0cDovL2JtYi5hZHYuYnI=,Critical,CA,2026-09-05 02:27:28 (UTC)
aHR0cHM6Ly93d3cubGF5YW5hbi1zaG9wZWUzMy5ibG9nc3BvdC5jb20v,aHR0cDovL3d3dy5sYXlhbmFuLXNob3BlZTMzLmJsb2dzcG90LmNvbQ==,Safe,US,2026-09-05 02:28:09 (UTC)
WalletConnect,aHR0cDovL3d3dy53YWxsZXRjb25uZWN0LXdlYnNpdGUudmVyY2VsLmFwcA==,Low,US,2026-09-05 02:28:40 (UTC)
Home | PancakeSwap,aHR0cDovL3d3dy5tcC5wYW5jYWtlLnJ1bg==,Critical,US,2026-09-05 02:29:11 (UTC)
shopee,aHR0cDovL2hhZGlhaHNob3BlZTU1Mi5ibG9nc3BvdC5jb20=,Low,US,2026-09-05 02:29:42 (UTC)
Walmart,aHR0cDovL21hcnQtaG9tZWJkLmNvbQ==,Critical,,2026-09-05 02:30:13 (UTC)
Outlook,aHR0cDovL3d3dy5nYmFnb2Jhci52ZXJjZWwuYXBw,Low,US,2026-09-05 02:30:44 (UTC)
404: This page could not be found.,aHR0cDovL2dvYXBwLS0tZW4tdXBob2xkLXVzLnR5cGVkcmVhbS5hcHA=,Low,,2026-09-05 02:31:05 (UTC)
SHARE LINK 24/7| Xem seg không che tại đây 👌,aHR0cDovLzVrbGFuZGF4YXg1LmJsb2dzcG90LmNvbQ==,Low,US,2026-09-05 02:31:25 (UTC)
Aliexpress,aHR0cDovLzIwMjZzcDg4LnZpcA==,Critical,HK,2026-09-05 02:31:57 (UTC)
Google Translate,aHR0cDovL3d3dy1kZWEtZ292LnRyYW5zbGF0ZS5nb29n,Critical,US,2026-09-05 02:32:49 (UTC)
Suspected Malware | Cloudflare,aHR0cDovL3pucmMtOGF0ZS11cGEtdzhiLWpyOS03MnpseC5wYWdlcy5kZXY=,Low,,2026-09-05 02:33:20 (UTC)
Banco Itaú | Abra sua conta Personnalité no Itaú. Atendimento e benefícios pensados para você,aHR0cDovL3d3dy5pdGF1dS52ZXJjZWwuYXBw,Low,KR,2026-09-05 02:33:51 (UTC)
Site not found · GitHub Pages,aHR0cDovL3JhanNyaXZhc3RhdmE4Ni5naXRodWIuaW8=,Low,US,2026-09-05 02:34:42 (UTC)
Suspected Malware | Cloudflare,aHR0cDovL2xlcnZhbmkta3h0LWJvcnFlbGEtYTl4MmZxNzQucGFnZXMuZGV2,Low,,2026-09-05 02:35:03 (UTC)
1241092000.casa | 523: Origin is unreachable,aHR0cDovL2FsbGVncm8uMTI0MTA5MjAwMC5jYXNh,Critical,,2026-09-05 02:35:23 (UTC)
Spotify,aHR0cDovL3Nwb3RpZnktYW5uaXZlcnNhcnkzMHRoLmNvbQ==,Critical,NL,2026-09-05 02:36:25 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2EzODk0em4zei5wYWdlcy5kZXY=,Low,,2026-09-05 02:36:56 (UTC)
CoinBase,aHR0cDovL2N1cnJlbmN5Ljc3N2NvaW4udG9w,Critical,,2026-09-05 02:37:17 (UTC)
Transfer Trust Wallet,aHR0cDovL3RydXN0LXdhbGxldC1saWFydC52ZXJjZWwuYXBw,Low,US,2026-09-05 02:38:09 (UTC)
Site not found,aHR0cDovL2Zyb2xpY2tpbmctZG9udXQtZGMwM2YyLm5ldGxpZnkuYXBw,Low,SG,2026-09-05 02:38:19 (UTC)
rough-bush-ebc0.kiritucker1moghfkkp9.workers.dev,aHR0cDovL3JvdWdoLWJ1c2gtZWJjMC5raXJpdHVja2VyMW1vZ2hma2twOS53b3JrZXJzLmRldg==,Low,,2026-09-05 02:38:40 (UTC)
