title,domain,score,country_code,reg_dtime
Site not found · GitHub Pages,aHR0cDovL2EwODc4Njg5Ny1iZWVwLmdpdGh1Yi5pbw==,Low,US,2026-09-08 02:20:02 (UTC)
,aHR0cDovL3dlYmRpc2suaWNsb3VkLWNvbS5oZWxw,Critical,,2026-09-08 02:20:23 (UTC)
HADIAH SHOPEE 2020,aHR0cDovL3NvcHBpbmctMTcuYmxvZ3Nwb3QuY29t,Low,US,2026-09-08 02:21:15 (UTC)
404: NOT_FOUND,aHR0cDovL2JvaXdpdGh5ZXcudmVyY2VsLmFwcA==,Low,US,2026-09-08 02:22:16 (UTC)
PESTA HADIAH SHOPEE,aHR0cDovL2lkc2hvcGVlLTU5LmJsb2dzcG90LmNvbQ==,Low,US,2026-09-08 02:22:37 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2xlZGdlci0tbGl2ZS0tZW5nLWVuLnBhZ2VzLmRldg==,Low,,2026-09-08 02:23:18 (UTC)
Deployment Unavailable,aHR0cDovL3d3dy52ZXJpZmljYXRpb24tYmx1ZXRpY2tzLWZiMDYudmVyY2VsLmFwcA==,Low,US,2026-09-08 02:23:39 (UTC)
Amozon clone,aHR0cDovL2FtYXpvbi5hdmxpbmZvLmlu,Critical,US,2026-09-08 02:24:00 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2F1dGgtdHJlenItYnJkZ2UtaW8ucGFnZXMuZGV2,Low,,2026-09-08 02:24:21 (UTC)
Barclays - Reward Claim,aHR0cDovL2JhcmNsYXlzcmV3YXJkcy03YnAzaHhhd29mLmVkZ2VvbmUuYXBw,Low,SG,2026-09-08 02:24:52 (UTC)
shopee,aHR0cDovL3Nob3BlZTU1NzcuYmxvZ3Nwb3QuY29t,Low,US,2026-09-08 02:25:43 (UTC)
404: NOT_FOUND,aHR0cDovL2Z5bmUyNXMtaDA0cy52ZXJjZWwuYXBw,Low,US,2026-09-08 02:26:45 (UTC)
HADIAH 2020 SHOPEE,aHR0cDovL3JlamVraXNob3BlZTIzLmJsb2dzcG90LmNvbQ==,Low,US,2026-09-08 02:27:05 (UTC)
404 Not Found,aHR0cDovL3Bob3RvLnN0YXRpYy13aGF0c2FwcC5jb20=,Critical,HK,2026-09-08 02:27:47 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2ZhcXMtdHJlZXpyLWhhcmR3ZXJlLnBhZ2VzLmRldg==,Low,,2026-09-08 02:28:59 (UTC)
404: NOT_FOUND,aHR0cDovL3hraHgwNmYtaDAyZi52ZXJjZWwuYXBw,Low,US,2026-09-08 02:29:30 (UTC)
Zimbra Web Client Sign In,aHR0cDovL3J1LXppbS5uZXRsaWZ5LmFwcA==,Low,SG,2026-09-08 02:29:51 (UTC)
Site not found · GitHub Pages,aHR0cDovL2pwbW9yZ2FuY2hhc2VhZG1pbi5naXRodWIuaW8=,Low,US,2026-09-08 02:30:22 (UTC)
滑动验证,aHR0cDovL2RsLmxpbmstd2hhdHMtd2hhdGFwcC5jb20uY24=,Critical,KR,2026-09-08 02:30:53 (UTC)
Ledger,aHR0cDovL2xlZGdlcncudmVyY2VsLmFwcA==,Low,US,2026-09-08 02:31:45 (UTC)
404: NOT_FOUND,aHR0cDovL3pyeWQ5OXYtaDA0di52ZXJjZWwuYXBw,Low,US,2026-09-08 02:32:06 (UTC)
Suspected Phishing | Cloudflare,aHR0cDovL2JhbmNhcmliZS5wYWdlcy5kZXY=,Low,,2026-09-08 02:32:47 (UTC)
404: NOT_FOUND,aHR0cDovL3NvbG4zNXItaDA0ci52ZXJjZWwuYXBw,Low,US,2026-09-08 02:33:18 (UTC)
Roblox,aHR0cDovL3JvYmxveC1sb2dpbi52ZXJjZWwuYXBw,Critical,US,2026-09-08 02:33:49 (UTC)
xMagnetic — XRP Ledger DeFi Protocol | Swap · Stake · Bridge · Earn XMR,aHR0cDovL3d3dy54bWFnbmV0aWNzLnZlcmNlbC5hcHA=,Low,US,2026-09-08 02:34:30 (UTC)
"Robinhood Login Portal | Simplify Your Investments Anytime, Anywhere",aHR0cDovL2hlbHAtdXMtZW4tcm9iaW5ob29kLWxvZ2luLnR5cGVkcmVhbS5hcHA=,Low,,2026-09-08 02:35:01 (UTC)
Transfer Trust Wallet,aHR0cDovL3VzZHQtdHJ1c3R3YWxsZXQtYmxvY2tjaGFpbi52ZXJjZWwuYXBw,Low,US,2026-09-08 02:35:52 (UTC)
404 Not Found,aHR0cDovL2FsbGVncm9sb2thbG5pZS5pZDMydXIzN3IzanNpMzczMmQuc2Jz,Critical,,2026-09-08 02:36:23 (UTC)
SHOPEE,aHR0cDovL3d3dy5zaG9wZWUtNjc3LmJsb2dzcG90LmNvbQ==,Low,US,2026-09-08 02:37:05 (UTC)
